Unnamed: 0,area_type,location,total_sqft,bath,balcony,price,bhk
367,Super built-up  Area,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2
368,Built-up  Area,KR Puram,930.0,2.0,2.0,39.0,2
369,Super built-up  Area,Balagere,1380.0,2.0,1.0,60.0,2
370,Super built-up  Area,Hebbal,2483.0,5.0,2.0,212.0,4
371,Built-up  Area,Kodigehaali,1166.0,2.0,2.0,55.0,2
372,Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
373,Super built-up  Area,Gopalapura,2023.71,3.0,2.0,275.0,3
374,Super built-up  Area,Begur Road,1200.0,2.0,2.0,46.8,2
375,Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3
376,Super built-up  Area,Billekahalli,1935.0,3.0,2.0,110.0,3
377,Super built-up  Area,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1
378,Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3
379,Super built-up  Area,Jalahalli,1400.0,3.0,0.0,77.0,3
380,Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,115.0,3
381,Built-up  Area,Mahadevpura,1451.0,2.0,2.0,90.0,2
382,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
383,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2
384,Built-up  Area,Kengeri,1000.0,2.0,1.0,25.0,2
385,Super built-up  Area,Kanakpura Road,950.0,2.0,1.0,40.0,2
386,Built-up  Area,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3
387,Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3
388,Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3
389,Built-up  Area,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2
390,Super built-up  Area,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2
391,Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2
392,Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3
393,Super built-up  Area,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2
394,Built-up  Area,Ashirvad Colony,1460.0,2.0,1.0,58.0,2
395,Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2
396,Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2
397,Super built-up  Area,K N Extension,700.0,3.0,2.0,120.0,6
398,Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2
399,Super built-up  Area,Chandapura,1208.0,3.0,1.0,45.0,3
400,Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3
401,Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4
402,Plot  Area,Battarahalli,1200.0,2.0,1.0,65.0,2
403,Super built-up  Area,Gokula Extension,1200.0,4.0,1.0,175.0,4
404,Super built-up  Area,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2
405,Plot  Area,Kamakshipalya,1000.0,2.0,0.0,165.0,2
406,Plot  Area,Bannerghatta Road,1200.0,2.0,0.0,125.0,4
407,Super built-up  Area,Rajaji Nagar,2390.0,3.0,2.0,410.0,3
408,Super built-up  Area,Rajaji Nagar,12000.0,6.0,3.0,2200.0,7
409,Plot  Area,Sultan Palaya,550.0,1.0,1.0,62.0,2
410,Super built-up  Area,Kengeri,1559.6266939129123,1.0,0.0,18.5,1
411,Super built-up  Area,Sanne Amanikere,1185.0,2.0,2.0,38.0,2
412,Super built-up  Area,Kengeri,750.0,2.0,1.0,38.0,2
413,Plot  Area,Mahalakshmi Layout,1200.0,7.0,3.0,250.0,6
414,Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,64.5,3
415,Built-up  Area,Amco Colony,1760.0,3.0,2.0,88.0,3
416,Super built-up  Area,Billekahalli,1125.0,2.0,2.0,62.0,2
417,Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3
418,Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2
419,Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2
420,Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2
421,Super built-up  Area,Budigere,1991.0,4.0,2.0,103.0,3
422,Super built-up  Area,Bommasandra,1060.0,2.0,1.0,26.5,2
423,Super built-up  Area,Ambalipura,1105.0,2.0,1.0,75.0,2
424,Built-up  Area,Hoodi,985.0,2.0,2.0,67.0,2
425,Plot  Area,Chandapura,1533.0,5.0,3.0,85.0,6
426,Super built-up  Area,Balagere,1590.0,3.0,2.0,79.0,3
427,Super built-up  Area,CV Raman Nagar,1120.0,2.0,2.0,55.0,2
428,Super built-up  Area,Samethanahalli,1069.0,2.0,1.0,55.0,2
429,Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3
430,Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2
431,Super built-up  Area,Brookefield,1150.0,2.0,3.0,69.0,2
432,Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2
433,Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2
434,Plot  Area,7th Phase JP Nagar,1200.0,8.0,2.0,250.0,8
435,Super built-up  Area,Richmond Town,2150.0,4.0,2.0,240.0,3
436,Super built-up  Area,Suddaguntepalya,1450.0,3.0,2.0,55.0,3
437,Super built-up  Area,Udayapur Village,1630.0,3.0,2.0,68.29,3
438,Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2
439,Plot  Area,Kasavanhalli,1000.0,4.0,3.0,110.0,3
440,Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4
441,Super built-up  Area,Bellandur,1250.0,2.0,1.0,76.0,2
442,Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3
443,Super built-up  Area,Sarjapur  Road,1670.0,2.0,3.0,57.0,3
444,Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3
445,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2
446,Super built-up  Area,Hoodi,1715.0,2.0,2.0,95.0,3
447,Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1
448,Super built-up  Area,Harlur,1752.12,3.0,2.0,135.0,3
449,Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3
450,Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2
451,Plot  Area,Giri Nagar,1800.0,3.0,2.0,252.0,3
452,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
453,Plot  Area,Thippasandra,1200.0,4.0,2.0,200.0,4
454,Super built-up  Area,Hormavu,1150.0,2.0,2.0,55.0,2
455,Built-up  Area,Chikkabidarakallu,3309.0,4.0,3.0,325.0,4
456,Super built-up  Area,Chandapura,1190.0,2.0,2.0,30.35,3
457,Super built-up  Area,AECS Layout,1620.0,3.0,2.0,98.0,3
458,Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2
459,Super built-up  Area,1 Giri Nagar,5000.0,9.0,3.0,360.0,11
460,Super built-up  Area,Harlur,2450.0,3.0,0.0,120.0,3
461,Super built-up  Area,Electronic City Phase II,1220.0,2.0,1.0,35.23,3
462,Super built-up  Area,Hoysalanagar,850.0,2.0,1.0,30.0,2
463,Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2
464,Built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2
465,Super built-up  Area,Defence Colony,1150.0,2.0,2.0,126.0,2
466,Super built-up  Area,Hebbal,1760.0,2.0,2.0,130.0,3
467,Super built-up  Area,Ambalipura,1800.0,3.0,3.0,110.0,3
468,Super built-up  Area,Akshaya Nagar,1070.0,2.0,1.0,54.0,2
469,Plot  Area,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4
470,Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2
471,Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2
472,Built-up  Area,ITI Employees Layout,1200.0,4.0,1.0,230.0,4
473,Super built-up  Area,Whitefield,1130.0,2.0,1.0,42.16,2
474,Super built-up  Area,Koramangala,1320.0,2.0,1.0,165.0,2
475,Super built-up  Area,Kodigehalli,1270.0,2.0,1.0,98.0,2
476,Built-up  Area,Patelappa Layout,1200.0,2.0,1.0,62.0,2
477,Super built-up  Area,Ring Road Nagarbhavi,4800.0,4.0,2.0,235.0,4
478,Super built-up  Area,NS Palya,1200.0,2.0,1.0,74.0,2
479,Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2
480,Built-up  Area,RMV 2nd Stage,1150.0,4.0,2.0,260.0,4
481,Plot  Area,Basavangudi,1125.0,4.0,3.0,180.0,4
482,Plot  Area,Kenchenahalli,500.0,3.0,2.0,65.0,5
483,Plot  Area,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,5
484,Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3
485,Super built-up  Area,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4
486,Plot  Area,Bank Avenue,2000.0,4.0,2.0,99.0,4
487,Super built-up  Area,Chikkalasandra,1208.0,2.0,1.0,49.0,2
488,Super built-up  Area,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2
489,Super built-up  Area,Surabhi Layout,1753.0,3.0,2.0,120.0,3
490,Super built-up  Area,Old Madras Road,4500.0,7.0,3.0,337.0,5
491,Plot  Area,Banjara Layout,600.0,3.0,2.0,58.0,3
492,Super built-up  Area,Hoodi,1196.0,2.0,2.0,94.42,2
493,Built-up  Area,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2
494,Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2
495,Super built-up  Area,Omkar Nagar,1000.0,2.0,1.0,53.0,2
496,Super built-up  Area,Yelahanka,1035.0,2.0,1.0,45.0,2
497,Built-up  Area,Kereguddadahalli,950.0,2.0,1.0,32.0,2
498,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,36.0,3
499,Super built-up  Area,Whitefield,1040.0,2.0,1.0,48.5,2
500,Plot  Area,Maragondanahalli,720.0,2.0,1.0,45.0,2
501,Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3
502,Built-up  Area,Silk Board,1300.0,3.0,1.0,58.0,3
503,Super built-up  Area,Hoodi,1545.0,3.0,1.0,68.75,3
504,Built-up  Area,Shampura,375.0,2.0,0.0,26.0,1
505,Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2
506,Super built-up  Area,Kada Agrahara,1115.0,2.0,1.0,40.0,2
507,Super built-up  Area,JP Nagar,1000.0,2.0,1.0,35.0,2
508,Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2
509,Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2
510,Plot  Area,BHEL Layout,1200.0,3.0,1.0,165.0,4
511,Built-up  Area,Medahalli,700.0,1.0,0.0,41.0,1
512,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2
513,Plot  Area,8th Phase JP Nagar,660.0,4.0,2.0,90.0,4
514,Plot  Area,Banashankari Stage III,8500.0,4.0,2.0,145.0,4
515,Super built-up  Area,Kashi Nagar,1600.0,4.0,1.0,80.0,4
516,Super built-up  Area,Haralur Road,2805.0,5.0,3.0,154.0,4
517,Super built-up  Area,Begur Road,1584.0,3.0,2.0,65.0,3
518,Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4
519,Built-up  Area,Hosur Road,1175.0,2.0,2.0,48.0,3
520,Built-up  Area,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3
521,Super built-up  Area,VHBCS Layout,1353.0,2.0,2.0,110.0,2
522,Super built-up  Area,Electronic City,1599.0,3.0,2.0,125.0,3
523,Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2
524,Super built-up  Area,Jakkur,5230.0,6.0,1.0,465.0,4
525,Super built-up  Area,KR Puram,1155.0,2.0,2.0,42.74,2
526,Built-up  Area,Ittamadu,1200.0,2.0,0.0,85.0,1
527,Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,25.0,2
528,Super built-up  Area,Thanisandra,3000.0,4.0,2.0,120.0,4
529,Built-up  Area,Rajiv Nagar,1867.0,3.0,1.0,160.0,3
530,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,47.0,2
531,Super built-up  Area,Gattahalli,1028.0,2.0,1.0,45.5,2
532,Super built-up  Area,Arekere,1222.0,2.0,2.0,45.0,2
533,Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
534,Super built-up  Area,Hebbal,2400.0,4.0,1.0,245.0,3
535,Super built-up  Area,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3
536,Super built-up  Area,HSR Layout,1372.0,2.0,1.0,68.0,2
537,Super built-up  Area,Magadi Road,1282.0,2.0,2.0,49.0,3
538,Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9
539,Built-up  Area,7th Block Jayanagar,3000.0,3.0,1.0,528.0,5
540,Super built-up  Area,Kanakpura Road,1135.0,2.0,1.0,39.73,2
541,Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3
542,Built-up  Area,Byatarayanapura,1325.0,2.0,1.0,90.0,3
543,Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3
544,Plot  Area,Whitefield,1500.0,3.0,1.0,61.95,3
545,Plot  Area,2nd Phase JP Nagar,2610.0,3.0,0.0,499.0,3
546,Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2
547,Built-up  Area,Kammanahalli,2845.0,5.0,1.0,140.0,5
548,Super built-up  Area,K G Colony,1600.0,2.0,2.0,50.0,3
549,Super built-up  Area,Hennur Road,1317.5,2.0,0.0,63.77,2
550,Super built-up  Area,Hebbal,3450.0,5.0,2.0,260.0,3
551,Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2
552,Super built-up  Area,Yelahanka,1350.0,2.0,2.0,54.0,2
553,Super built-up  Area,Banashankari,1200.0,2.0,2.0,42.0,3
554,Plot  Area,Hosa Road,1300.0,6.0,0.0,145.0,6
555,Plot  Area,Herohalli,1800.0,1.0,1.0,80.0,2
556,Built-up  Area,Chikkabanavar,950.0,2.0,1.0,40.0,2
557,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.25,1
558,Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
559,Plot  Area,Marathahalli,1780.0,4.0,3.0,175.0,4
560,Super built-up  Area,3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,2
561,Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1
562,Built-up  Area,Ittamadu,1080.0,2.0,2.0,50.0,2
563,Super built-up  Area,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3
564,Super built-up  Area,Bommasandra,1126.0,2.0,1.0,28.15,2
565,Super built-up  Area,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3
566,Plot  Area,HRBR Layout,2000.0,4.0,1.0,300.0,4
567,Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3
568,Super built-up  Area,Whitefield,1600.0,3.0,2.0,86.0,3
569,Built-up  Area,Ashwini layout,1160.0,2.0,1.0,55.0,2
570,Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4
571,Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3
572,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2
573,Plot  Area,Sarjapur  Road,2230.0,4.0,3.0,225.0,4
574,Super built-up  Area,Marathalli bridge,1544.0,3.0,2.0,120.0,3
575,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
576,Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2
577,Plot  Area,T.C PALYA,1200.0,2.0,0.0,65.0,2
578,Super built-up  Area,Harlur,1460.0,3.0,1.0,73.0,3
579,Plot  Area,Sarjapur  Road,1800.0,2.0,2.0,34.185,2
580,Built-up  Area,Gottigere,967.0,2.0,3.0,45.0,2
581,Built-up  Area,Byatarayanapura,540.0,1.0,1.0,36.0,1
582,Super built-up  Area,Hormavu,715.0,1.0,2.0,46.0,1
583,Super built-up  Area,Whitefield,2500.0,3.0,2.0,313.0,3
584,Super built-up  Area,Dooravani Nagar,1578.0,3.0,1.0,180.0,3
585,Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2
586,Super built-up  Area,Jigani,1020.0,2.0,1.0,40.0,2
587,Super built-up  Area,Koramangala,1253.0,2.0,1.0,102.0,2
588,Super built-up  Area,JCR Layout,1180.0,2.0,2.0,42.0,2
589,Super built-up  Area,Nehru Nagar,961.0,2.0,2.0,38.0,2
590,Built-up  Area,Kanakapura,1419.0,3.0,3.0,75.0,3
591,Super built-up  Area,Harlur,1709.0,3.0,2.0,150.0,3
592,Plot  Area,Papareddipalya,1600.0,2.0,0.0,115.0,2
593,Super built-up  Area,Venkatapura,416.0,1.0,1.0,18.5,1
594,Carpet  Area,Sanjay nagar,1100.0,2.0,2.0,98.0,2
595,Super built-up  Area,HSR Layout,1430.0,2.0,1.0,65.0,3
596,Super built-up  Area,Sneha Colony,1260.0,2.0,2.0,45.0,2
597,Built-up  Area,RMV Extension,1630.0,3.0,2.0,85.0,3
598,Super built-up  Area,Sarjapur  Road,1249.0,3.0,2.0,44.71,3
599,Super built-up  Area,Kalena Agrahara,1450.0,2.0,3.0,85.0,3
600,Super built-up  Area,Konanakunte,2791.0,3.0,1.0,223.0,3
601,Super built-up  Area,Hosapalya,600.0,1.0,0.0,90.0,1
602,Built-up  Area,Ashwini layout,834.0,1.0,1.0,60.0,1
603,Plot  Area,Doddagubbi,1125.0,4.0,1.0,70.0,3
604,Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3
605,Super built-up  Area,Malleshwaram,12000.0,7.0,3.0,2200.0,7
606,Built-up  Area,Gottigere,891.0,2.0,1.0,25.0,2
607,Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2
608,Built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,37.0,3
609,Super built-up  Area,Sector 6 HSR Layout,3000.0,5.0,2.0,260.0,4
610,Plot  Area,Brookefield,2440.0,5.0,2.0,425.0,4
611,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2
612,Super built-up  Area,Thanisandra,1075.0,2.0,2.0,45.8,2
613,Super built-up  Area,Kaggadasapura,1140.0,2.0,2.0,40.0,2
614,Plot  Area,Margondanahalli,940.0,4.0,2.0,150.0,5
615,Plot  Area,ITI Layout,2160.0,5.0,1.0,250.0,6
616,Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2
617,Built-up  Area,R.T. Nagar,1500.0,4.0,1.0,70.0,4
618,Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4
619,Super built-up  Area,Whitefield,1790.0,3.0,2.0,100.0,3
620,Super built-up  Area,Hebbal,1920.0,3.0,2.0,134.0,3
621,Built-up  Area,HRBR Layout,1374.0,2.0,2.0,95.0,2
622,Carpet  Area,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
623,Super built-up  Area,Kanakapura,711.0,1.0,1.0,36.0,1
624,Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,95.0,3
625,Super built-up  Area,Whitefield,1720.0,3.0,3.0,100.0,3
626,Super built-up  Area,Vasanthapura,1400.0,3.0,2.0,60.0,3
627,Built-up  Area,Kundalahalli,1030.0,2.0,2.0,49.0,2
628,Super built-up  Area,Mysore Road,1200.0,2.0,1.0,85.0,2
629,Carpet  Area,Hosahalli,1375.0,3.0,2.0,70.0,3
630,Plot  Area,Hegde Nagar,1050.0,1.0,2.0,56.0,2
631,Super built-up  Area,Jalahalli,2250.0,3.0,2.0,160.0,3
632,Super built-up  Area,Bellandur,1000.0,2.0,2.0,50.0,2
633,Super built-up  Area,Jalahalli West,469.0,1.0,0.0,25.0,1
634,Super built-up  Area,Marathahalli,3800.0,4.0,3.0,250.0,4
635,Super built-up  Area,Kambipura,883.0,2.0,1.0,29.0,2
636,Super built-up  Area,GM Palaya,1820.0,2.0,3.0,86.0,3
637,Built-up  Area,Singasandra,1440.0,2.0,3.0,65.0,3
638,Super built-up  Area,near Ramanashree California resort,3600.0,4.0,1.0,160.0,6
639,Built-up  Area,Malleshwaram,2500.0,5.0,2.0,325.0,4
640,Super built-up  Area,Mahadevpura,1225.0,2.0,2.0,48.0,2
641,Plot  Area,"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1.0,660.0,3
642,Carpet  Area,Chikkalasandra,875.0,2.0,3.0,52.8,2
643,Super built-up  Area,Jalahalli East,750.0,1.0,2.0,40.0,1
644,Super built-up  Area,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2
645,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
646,Super built-up  Area,Hennur Road,1500.0,2.0,2.0,62.0,3
647,Super built-up  Area,Poornapragna Housing Society Layout,1160.0,2.0,2.0,52.2,2
648,Built-up  Area,Arekere,1559.6266939129123,9.0,2.0,265.0,9
649,Super built-up  Area,Hosakerehalli,2378.0,3.0,1.0,262.0,3
650,Super built-up  Area,Sarjapur,1128.0,2.0,1.0,60.0,2
651,Super built-up  Area,Hebbal,1500.0,3.0,1.0,150.0,3
652,Built-up  Area,Huskur,1220.0,2.0,1.0,35.23,3
653,Super built-up  Area,Sarjapur  Road,1210.0,2.0,2.0,58.0,2
654,Super built-up  Area,Kanakpura Road,1100.0,2.0,1.0,58.0,3
655,Super built-up  Area,Bommasandra,1200.0,3.0,2.0,46.0,3
656,Built-up  Area,Haralur Road,3385.0,5.0,2.0,260.0,4
657,Super built-up  Area,Nagondanahalli,1641.0,3.0,2.0,66.0,3
658,Super built-up  Area,Horamavu Agara,1200.0,2.0,1.0,45.0,2
659,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2
660,Super built-up  Area,Mahadevpura,1720.0,3.0,3.0,78.0,3
661,Super built-up  Area,Yelahanka,1132.5,2.0,0.0,48.13,2
662,Super built-up  Area,Yelahanka,1210.0,2.0,1.0,45.98,2
663,Built-up  Area,Indira Nagar,2200.0,4.0,2.0,200.0,4
664,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,45.0,3
665,Built-up  Area,Thanisandra,1702.0,3.0,2.0,130.0,3
666,Super built-up  Area,Shanthala Nagar,1630.0,2.0,2.0,200.0,2
667,Super built-up  Area,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2
668,Super built-up  Area,Shantiniketan Layout,2072.0,3.0,2.0,108.0,3
669,Super built-up  Area,JP Nagar,5520.0,2.0,2.0,375.0,5
670,Built-up  Area,Herohalli,1200.0,2.0,0.0,70.0,3
671,Super built-up  Area,Teachers Colony,1350.0,3.0,0.0,77.0,3
672,Built-up  Area,Bettahalsoor,4046.0,4.0,0.0,445.0,4
673,Super built-up  Area,Srinivasa Nagar,1180.0,2.0,2.0,78.34,3
674,Built-up  Area,Yelahanka,35000.0,3.0,3.0,130.0,3
675,Super built-up  Area,Langford Town,1355.0,2.0,2.0,115.0,2
676,Plot  Area,Sulthangunta,600.0,1.0,0.0,50.0,1
677,Plot  Area,Hormavu,1200.0,7.0,2.0,150.0,7
678,Super built-up  Area,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
679,Plot  Area,Byrathi Village,1200.0,5.0,0.0,100.0,5
680,Super built-up  Area,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3
681,Plot  Area,OMBR Layout,2400.0,4.0,2.0,375.0,4
682,Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.85,2
683,Super built-up  Area,Ambedkar Colony,1875.0,3.0,2.0,165.0,3
684,Super built-up  Area,Akshaya Nagar,1250.0,3.0,2.0,40.0,3
685,Plot  Area,Brookefield,1200.0,3.0,2.0,140.0,3
686,Super built-up  Area,Whitefield,1140.0,2.0,1.0,56.0,2
687,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3
688,Super built-up  Area,Kaggadasapura,1515.0,3.0,2.0,83.3,3
689,Super built-up  Area,Hoodi,2118.0,4.0,2.0,111.0,4
690,Built-up  Area,Bannerghatta Road,1380.0,3.0,0.0,58.0,4
691,Super built-up  Area,Varthur Road,1083.0,2.0,2.0,61.75,2
692,Plot  Area,Anjappa Layout,600.0,2.0,1.0,55.0,2
693,Built-up  Area,Avalahalli,2300.0,3.0,3.0,120.0,3
694,Super built-up  Area,Prakruthi Nagar,1240.0,2.0,2.0,60.0,2
695,Super built-up  Area,Surabhi Layout,1750.0,3.0,1.0,120.0,3
696,Super built-up  Area,Sadaramangala,1230.0,2.0,2.0,43.48,2
697,Plot  Area,Anjanapura,1500.0,3.0,1.0,139.0,3
698,Super built-up  Area,Abbigere,985.0,2.0,1.0,40.39,2
699,Plot  Area,Tindlu,1500.0,2.0,1.0,87.0,3
700,Built-up  Area,Electronic City,1125.0,2.0,1.0,32.49,2
701,Built-up  Area,Maruthi Sevanagar,950.0,2.0,1.0,44.0,2
702,Super built-up  Area,JP Nagar,5600.0,2.0,2.0,548.5,5
703,Super built-up  Area,Kothanur,1580.0,3.0,3.0,76.0,3
704,Plot  Area,B Narayanapura,1092.0,2.0,1.0,98.5,3
705,Built-up  Area,Electronic City Phase II,1090.0,2.0,1.0,28.34,2
706,Built-up  Area,Hennur Road,2264.0,3.0,1.0,159.0,3
707,Super built-up  Area,Dommasandra,1033.0,2.0,2.0,25.53,3
708,Super built-up  Area,Kammasandra,810.0,2.0,2.0,24.5,2
709,Super built-up  Area,Green Garden Layout,1045.0,2.0,0.0,45.0,2
710,Super built-up  Area,Hebbal,1337.0,2.0,1.0,82.0,2
711,Super built-up  Area,Chandapura,1200.0,2.0,2.0,32.0,2
712,Super built-up  Area,Koramangala,1580.0,3.0,2.0,160.0,3
713,Super built-up  Area,Begur Road,1500.0,2.0,3.0,54.0,3
714,Super built-up  Area,Whitefield,1640.0,4.0,2.0,91.0,3
715,Super built-up  Area,Silver Springs Layout,1570.0,3.0,2.0,62.0,3
716,Super built-up  Area,Gubbalala,1470.0,2.0,2.0,82.0,3
717,Super built-up  Area,Kengeri,1160.0,2.0,2.0,40.61,2
718,Built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2
719,Super built-up  Area,Dairy Circle,1855.0,3.0,1.0,225.0,3
720,Super built-up  Area,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
721,Built-up  Area,Hulimavu,1823.0,3.0,2.0,100.0,3
722,Super built-up  Area,Electronic City,1094.0,2.0,2.0,42.0,2
723,Super built-up  Area,Budigere,1153.0,2.0,2.0,57.0,2
724,Built-up  Area,Hoysalanagar,1325.0,3.0,1.0,57.0,3
725,Plot  Area,Parappana Agrahara,1200.0,3.0,2.0,85.0,4
726,Built-up  Area,Jakkur,1590.0,2.0,2.0,125.0,3
727,Plot  Area,Jeevan bima nagar,1210.0,4.0,2.0,160.0,5
728,Plot  Area,Raja Rajeshwari Nagar,1200.0,4.0,0.0,220.0,4
729,Super built-up  Area,Narayana Nagar 1st Block,1202.0,2.0,1.0,48.0,2
730,Built-up  Area,Haralur Road,1202.0,2.0,1.0,53.0,2
731,Super built-up  Area,KSRTC Layout,1200.0,2.0,3.0,62.5,2
732,Super built-up  Area,Panathur,1688.0,3.0,1.0,118.0,3
733,Built-up  Area,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2
734,Super built-up  Area,Sarjapur,1185.0,2.0,2.0,47.0,2
735,Super built-up  Area,Ramagondanahalli,1235.0,2.0,1.0,52.04,2
736,Super built-up  Area,Hosakerehalli,3205.0,5.0,1.0,500.0,4
